arabic_instruction,instruction
ابحث عن معرف الطالب واسم تسجيل الدخول للطالب مع معظم التسجيلات في الدورة التدريبية,Find the student ID and login name of the student with the most course enrollments
ما هو معرف الطالب واسم تسجيل الدخول للطالب المسجلين في معظم الدورات؟,What are the student ID and login name of the student who are enrolled in the most courses?
ابحث عن معرف الطالب والاسم الشخصي للطالب مع اثنين على الأقل من التسجيلات.,Find the student ID and personal name of the student with at least two enrollments.
أي طالب مسجل في دورتين على الأقل؟ أعطني معرف الطالب والاسم الشخصي.,Which student are enrolled in at least two courses? Give me the student ID and personal name.
ابحث عن معرف الطالب والاسم الأوسط لجميع الطلاب الذين يعانون من الالتحاق على الأكثر.,Find the student ID and middle name for all the students with at most two enrollments.
ما هي هوية الطالب والأسماء المتوسطة للطلاب المسجلين في دورتين على الأكثر؟,What are the student IDs and middle names of the students enrolled in at most two courses?
ابحث عن الأسماء الشخصية للطلاب غير مسجلين في أي دورة.,Find the personal names of students not enrolled in any course.
أي الطلاب غير مسجلين في أي دورة؟ ابحث عن أسمائهم الشخصية.,Which students not enrolled in any course? Find their personal names.
كم عدد الطلاب لم يكن لديهم أي تسجيل دورات؟,How many students did not have any course enrollment?
عد عدد الطلاب الذين لم يسجلوا في أي دورة.,Count the number of students who did not enroll in any course.
ابحث عن اسم تسجيل الدخول الشائع بالطبع المؤلفين والطلاب.,Find the common login name of course authors and students.
ما هي أسماء تسجيل الدخول التي يستخدمها بعض مؤلفي الدورة وبعض الطلاب؟,What are the login names used both by some course authors and some students?
ابحث عن الاسم الشخصي المشترك من المؤلفين والطلاب.,Find the common personal name of course authors and students.
ما هي الأسماء الشخصية المستخدمة من قبل بعض مؤلفي الدورة وبعض الطلاب؟,What are the personal names used both by some course authors and some students?
ما هي المطالبات التي تسببت في أكثر من 2 مستوطنات أو لديها أقصى قيمة مطالبة؟ قائمة التاريخ الذي تم تقديم المطالبة ومعرف المطالبة.,Which claims caused more than 2 settlements or have the maximum claim value? List the date the claim was made and the claim id.
ابحث عن الادعاءات التي أدت إلى أكثر من مستوطنين أو لها أقصى قيمة المطالبة. لكل منهم ، ارجع تاريخ المطالبة ومعرف المطالبة.,"Find the claims that led to more than two settlements or have the maximum claim value. For each of them, return the date the claim was made and the id of the claim."
أي عميل كان لديه ما لا يقل عن 2 سياسات ولكن لم يقدم أي مطالبات؟ سرد تفاصيل العميل والمعرف.,Which customer had at least 2 policies but did not file any claims? List the customer details and id.
أعطني تفاصيل العميل ومعرف العملاء الذين لديهم سياستين أو أكثر ولكنهم لم يقدموا أي مطالبات.,Give me the the customer details and id for the customers who had two or more policies but did not file any claims.
سرد طريقة وتاريخ ومبلغ جميع المدفوعات ، بترتيب تصاعدي للتاريخ.,"List the method, date and amount of all the payments, in ascending order of date."
ما هي الطريقة وتاريخ ومبلغ كل دفعة؟ فرز القائمة بترتيب تصاعدي للتاريخ.,"What are the method, date and amount of each payment? Sort the list in ascending order of date."
من بين جميع المطالبات ، ما هو مبلغ التسوية للمطالبة بأكبر مبلغ المطالبة؟ سرد كل من مبلغ التسوية ومبلغ المطالبة.,"Among all the claims, what is the settlement amount of the claim with the largest claim amount? List both the settlement amount and claim amount."
ابحث عن مبلغ التسوية للمطالبة بأكبر مبلغ المطالبة. إظهار كل من مبلغ التسوية ومبلغ المطالبة.,Find the settlement amount of the claim with the largest claim amount. Show both the settlement amount and claim amount.
